stDate,teamAbbr,rank,rankOrd,gameWon,gameLost,stk,stkType,stkTot,gameBack,ptsFor,ptsAgnst,homeWin,homeLoss,awayWin,awayLoss,confWin,confLoss,lastFive,lastTen,gamePlay,ptsScore,ptsAllow,ptsDiff,opptGmPlay,opptGmWon,opptOpptGmPlay,opptOpptGmWon,sos,rel%Indx,mov,srs,pw%,pyth%13.91,wpyth13.91,lpyth13.91,pyth%16.5,wpyth16.5,lpyth16.5
2016-10-26,BOS,1,1st,1,0,W1,win,1,0.0,122,117,1,0,0,0,1,0,1,1,1,122.0,117.0,5.0,0,0,0,0,0.0,0.0,5.0,5.0,0.6646,0.6415,52.603,29.397,0.6661,54.6202,27.3798
2016-10-26,CHA,1,1st,1,0,W1,win,1,0.0,107,96,0,0,1,0,1,0,1,1,1,107.0,96.0,11.0,0,0,0,0,0.0,0.0,11.0,11.0,0.8622,0.8189,67.1498,14.8502,0.8569,70.2658,11.7342
2016-10-26,CHI,7,7th,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2016-10-26,CLE,1,1st,1,0,W1,win,1,0.0,117,88,1,0,0,0,1,0,1,1,1,117.0,88.0,29.0,0,0,0,0,0.0,0.0,29.0,29.0,1.4549,0.9813,80.4666,1.5334,0.991,81.262,0.738
2016-10-26,DAL,9,9th,0,1,L1,loss,1,1.0,121,130,0,0,0,1,0,0,0,0,1,121.0,130.0,-9.0,0,0,0,0,0.0,0.0,-9.0,-9.0,0.2037,0.2693,22.0826,59.9174,0.2344,19.2208,62.7792
2016-10-26,DEN,1,1st,1,0,W1,win,1,0.0,107,102,0,0,1,0,1,0,1,1,1,107.0,102.0,5.0,0,0,0,0,0.0,0.0,5.0,5.0,0.6646,0.6605,54.161,27.839,0.6878,56.3996,25.6004
2016-10-26,DET,10,10th,0,1,L1,loss,1,1.0,91,109,0,0,0,1,0,1,0,0,1,91.0,109.0,-18.0,0,0,0,0,0.0,0.0,-18.0,-18.0,-0.0927,0.0751,6.1582,75.8418,0.0484,3.9688,78.0312
2016-10-26,GS,9,9th,0,1,L1,loss,1,1.0,100,129,0,1,0,0,0,1,0,0,1,100.0,129.0,-29.0,0,0,0,0,0.0,0.0,-29.0,-29.0,-0.4549,0.0281,2.3042,79.6958,0.0148,1.2136,80.7864
2016-10-26,HOU,9,9th,0,1,L1,loss,1,1.0,114,120,0,0,0,1,0,1,0,0,1,114.0,120.0,-6.0,0,0,0,0,0.0,0.0,-6.0,-6.0,0.3024,0.3288,26.9616,55.0384,0.3002,24.6164,57.3836
2016-10-26,IND,1,1st,1,0,W1,win,1,0.0,130,121,1,0,0,0,0,0,1,1,1,130.0,121.0,9.0,0,0,0,0,0.0,0.0,9.0,9.0,0.7963,0.7307,59.9174,22.0826,0.7656,62.7792,19.2208
2016-10-26,LAC,8,8th,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2016-10-26,LAL,1,1st,1,0,W1,win,1,0.0,120,114,1,0,0,0,1,0,1,1,1,120.0,114.0,6.0,0,0,0,0,0.0,0.0,6.0,6.0,0.6976,0.6712,55.0384,26.9616,0.6998,57.3836,24.6164
2016-10-26,MEM,1,1st,1,0,W1,win,1,0.0,102,98,1,0,0,0,1,0,1,1,1,102.0,98.0,4.0,0,0,0,0,0.0,0.0,4.0,4.0,0.6317,0.6356,52.1192,29.8808,0.6593,54.0626,27.9374
2016-10-26,MIA,1,1st,1,0,W1,win,1,0.0,108,96,0,0,1,0,1,0,1,1,1,108.0,96.0,12.0,0,0,0,0,0.0,0.0,12.0,12.0,0.8951,0.8373,68.6586,13.3414,0.8747,71.7254,10.2746
2016-10-26,MIL,10,10th,0,1,L1,loss,1,1.0,96,107,0,1,0,0,0,1,0,0,1,96.0,107.0,-11.0,0,0,0,0,0.0,0.0,-11.0,-11.0,0.1378,0.1811,14.8502,67.1498,0.1431,11.7342,70.2658
2016-10-26,MIN,9,9th,0,1,L1,loss,1,1.0,98,102,0,0,0,1,0,1,0,0,1,98.0,102.0,-4.0,0,0,0,0,0.0,0.0,-4.0,-4.0,0.3683,0.3644,29.8808,52.1192,0.3407,27.9374,54.0626
2016-10-26,NO,9,9th,0,1,L1,loss,1,1.0,102,107,0,1,0,0,0,1,0,0,1,102.0,107.0,-5.0,0,0,0,0,0.0,0.0,-5.0,-5.0,0.3354,0.3395,27.839,54.161,0.3122,25.6004,56.3996
2016-10-26,NY,10,10th,0,1,L1,loss,1,1.0,88,117,0,0,0,1,0,1,0,0,1,88.0,117.0,-29.0,0,0,0,0,0.0,0.0,-29.0,-29.0,-0.4549,0.0187,1.5334,80.4666,0.009,0.738,81.262
2016-10-26,OKC,1,1st,1,0,W1,win,1,0.0,103,97,0,0,1,0,0,0,1,1,1,103.0,97.0,6.0,0,0,0,0,0.0,0.0,6.0,6.0,0.6976,0.6974,57.1868,24.8132,0.7291,59.7862,22.2138
2016-10-26,ORL,10,10th,0,1,L1,loss,1,1.0,96,108,0,1,0,0,0,1,0,0,1,96.0,108.0,-12.0,0,0,0,0,0.0,0.0,-12.0,-12.0,0.1049,0.1627,13.3414,68.6586,0.1253,10.2746,71.7254
2016-10-26,PHI,10,10th,0,1,L1,loss,1,1.0,97,103,0,1,0,0,0,0,0,0,1,97.0,103.0,-6.0,0,0,0,0,0.0,0.0,-6.0,-6.0,0.3024,0.3026,24.8132,57.1868,0.2709,22.2138,59.7862
2016-10-26,PHO,9,9th,0,1,L1,loss,1,1.0,94,113,0,1,0,0,0,1,0,0,1,94.0,113.0,-19.0,0,0,0,0,0.0,0.0,-19.0,-19.0,-0.1256,0.0717,5.8794,76.1206,0.0458,3.7556,78.2444
2016-10-26,POR,1,1st,1,0,W1,win,1,0.0,113,104,1,0,0,0,1,0,1,1,1,113.0,104.0,9.0,0,0,0,0,0.0,0.0,9.0,9.0,0.7963,0.7603,62.3446,19.6554,0.7973,65.3786,16.6214
2016-10-26,SA,1,1st,1,0,W1,win,1,0.0,129,100,0,0,1,0,1,0,1,1,1,129.0,100.0,29.0,0,0,0,0,0.0,0.0,29.0,29.0,1.4549,0.9719,79.6958,2.3042,0.9852,80.7864,1.2136
2016-10-26,SAC,1,1st,1,0,W1,win,1,0.0,113,94,0,0,1,0,1,0,1,1,1,113.0,94.0,19.0,0,0,0,0,0.0,0.0,19.0,19.0,1.1256,0.9283,76.1206,5.8794,0.9542,78.2444,3.7556
2016-10-26,TOR,1,1st,1,0,W1,win,1,0.0,109,91,1,0,0,0,1,0,1,1,1,109.0,91.0,18.0,0,0,0,0,0.0,0.0,18.0,18.0,1.0927,0.9249,75.8418,6.1582,0.9516,78.0312,3.9688
2016-10-26,UTA,9,9th,0,1,L1,loss,1,1.0,104,113,0,0,0,1,0,1,0,0,1,104.0,113.0,-9.0,0,0,0,0,0.0,0.0,-9.0,-9.0,0.2037,0.2397,19.6554,62.3446,0.2027,16.6214,65.3786
2016-10-26,WAS,7,7th,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2016-10-27,ATL,1,1st,1,0,W1,win,1,0.0,114,99,1,0,0,0,1,0,1,1,1,114.0,99.0,15.0,0,0,0,0,0.0,0.0,15.0,15.0,0.9939,0.8768,71.8976,10.1024,0.9112,74.7184,7.2816
2016-10-27,BKN,9,9th,0,1,L1,loss,1,1.0,117,122,0,0,0,1,0,1,0,0,1,117.0,122.0,-5.0,1,0,1,1,0.3333,0.25,-5.0,-5.3333,0.3354,0.3585,29.397,52.603,0.3339,27.3798,54.6202
2016-10-27,BOS,8,8th,1,1,L1,loss,1,0.5,221,222,1,0,0,1,1,1,1,1,2,110.5,111.0,-0.5,0,0,0,0,0.0,0.0,-0.5,-0.5,0.4835,0.4843,39.7126,42.2874,0.4814,39.4748,42.5252
2016-10-27,CHA,1,1st,1,0,W1,win,1,0.0,107,96,0,0,1,0,1,0,1,1,1,107.0,96.0,11.0,0,0,0,0,0.0,0.0,11.0,11.0,0.8622,0.8189,67.1498,14.8502,0.8569,70.2658,11.7342
2016-10-27,CHI,1,1st,1,0,W1,win,1,0.0,105,99,1,0,0,0,1,0,1,1,1,105.0,99.0,6.0,1,1,1,0,0.0,0.0,6.0,6.0,0.6976,0.6939,56.8998,25.1002,0.7253,59.4746,22.5254
2016-10-27,CLE,1,1st,1,0,W1,win,1,0.0,117,88,1,0,0,0,1,0,1,1,1,117.0,88.0,29.0,0,0,0,0,0.0,0.0,29.0,29.0,1.4549,0.9813,80.4666,1.5334,0.991,81.262,0.738
2016-10-27,DAL,9,9th,0,1,L1,loss,1,1.5,121,130,0,0,0,1,0,0,0,0,1,121.0,130.0,-9.0,0,0,0,0,0.0,0.0,-9.0,-9.0,0.2037,0.2693,22.0826,59.9174,0.2344,19.2208,62.7792
2016-10-27,DEN,2,2nd,1,0,W1,win,1,0.5,107,102,0,0,1,0,1,0,1,1,1,107.0,102.0,5.0,0,0,0,0,0.0,0.0,5.0,5.0,0.6646,0.6605,54.161,27.839,0.6878,56.3996,25.6004
2016-10-27,DET,9,9th,0,1,L1,loss,1,1.0,91,109,0,0,0,1,0,1,0,0,1,91.0,109.0,-18.0,0,0,0,0,0.0,0.0,-18.0,-18.0,-0.0927,0.0751,6.1582,75.8418,0.0484,3.9688,78.0312
2016-10-27,GS,9,9th,0,1,L1,loss,1,1.5,100,129,0,1,0,0,0,1,0,0,1,100.0,129.0,-29.0,1,1,2,1,0.8333,0.625,-29.0,-29.8333,-0.4549,0.0281,2.3042,79.6958,0.0148,1.2136,80.7864
2016-10-27,HOU,9,9th,0,1,L1,loss,1,1.5,114,120,0,0,0,1,0,1,0,0,1,114.0,120.0,-6.0,0,0,0,0,0.0,0.0,-6.0,-6.0,0.3024,0.3288,26.9616,55.0384,0.3002,24.6164,57.3836
2016-10-27,IND,1,1st,1,0,W1,win,1,0.0,130,121,1,0,0,0,0,0,1,1,1,130.0,121.0,9.0,0,0,0,0,0.0,0.0,9.0,9.0,0.7963,0.7307,59.9174,22.0826,0.7656,62.7792,19.2208
2016-10-27,LAC,2,2nd,1,0,W1,win,1,0.5,114,106,0,0,1,0,1,0,1,1,1,114.0,106.0,8.0,1,1,1,0,0.0,0.0,8.0,8.0,0.7634,0.7334,60.1388,21.8612,0.7686,63.0252,18.9748
2016-10-27,LAL,2,2nd,1,0,W1,win,1,0.5,120,114,1,0,0,0,1,0,1,1,1,120.0,114.0,6.0,0,0,0,0,0.0,0.0,6.0,6.0,0.6976,0.6712,55.0384,26.9616,0.6998,57.3836,24.6164
2016-10-27,MEM,2,2nd,1,0,W1,win,1,0.5,102,98,1,0,0,0,1,0,1,1,1,102.0,98.0,4.0,0,0,0,0,0.0,0.0,4.0,4.0,0.6317,0.6356,52.1192,29.8808,0.6593,54.0626,27.9374
2016-10-27,MIA,1,1st,1,0,W1,win,1,0.0,108,96,0,0,1,0,1,0,1,1,1,108.0,96.0,12.0,0,0,0,0,0.0,0.0,12.0,12.0,0.8951,0.8373,68.6586,13.3414,0.8747,71.7254,10.2746
2016-10-27,MIL,9,9th,0,1,L1,loss,1,1.0,96,107,0,1,0,0,0,1,0,0,1,96.0,107.0,-11.0,0,0,0,0,0.0,0.0,-11.0,-11.0,0.1378,0.1811,14.8502,67.1498,0.1431,11.7342,70.2658
2016-10-27,MIN,9,9th,0,1,L1,loss,1,1.5,98,102,0,0,0,1,0,1,0,0,1,98.0,102.0,-4.0,0,0,0,0,0.0,0.0,-4.0,-4.0,0.3683,0.3644,29.8808,52.1192,0.3407,27.9374,54.0626
2016-10-27,NO,9,9th,0,1,L1,loss,1,1.5,102,107,0,1,0,0,0,1,0,0,1,102.0,107.0,-5.0,0,0,0,0,0.0,0.0,-5.0,-5.0,0.3354,0.3395,27.839,54.161,0.3122,25.6004,56.3996
2016-10-27,NY,9,9th,0,1,L1,loss,1,1.0,88,117,0,0,0,1,0,1,0,0,1,88.0,117.0,-29.0,0,0,0,0,0.0,0.0,-29.0,-29.0,-0.4549,0.0187,1.5334,80.4666,0.009,0.738,81.262
2016-10-27,OKC,2,2nd,1,0,W1,win,1,0.5,103,97,0,0,1,0,0,0,1,1,1,103.0,97.0,6.0,0,0,0,0,0.0,0.0,6.0,6.0,0.6976,0.6974,57.1868,24.8132,0.7291,59.7862,22.2138
2016-10-27,ORL,9,9th,0,1,L1,loss,1,1.0,96,108,0,1,0,0,0,1,0,0,1,96.0,108.0,-12.0,0,0,0,0,0.0,0.0,-12.0,-12.0,0.1049,0.1627,13.3414,68.6586,0.1253,10.2746,71.7254
2016-10-27,PHI,9,9th,0,1,L1,loss,1,1.0,97,103,0,1,0,0,0,0,0,0,1,97.0,103.0,-6.0,0,0,0,0,0.0,0.0,-6.0,-6.0,0.3024,0.3026,24.8132,57.1868,0.2709,22.2138,59.7862
2016-10-27,PHO,9,9th,0,1,L1,loss,1,1.5,94,113,0,1,0,0,0,1,0,0,1,94.0,113.0,-19.0,1,0,2,2,0.3333,0.25,-19.0,-19.3333,-0.1256,0.0717,5.8794,76.1206,0.0458,3.7556,78.2444
2016-10-27,POR,7,7th,1,1,L1,loss,1,1.0,219,218,1,1,0,0,1,1,1,1,2,109.5,109.0,0.5,0,0,0,0,0.0,0.0,0.5,0.5,0.5165,0.5159,42.3038,39.6962,0.5189,42.5498,39.4502
2016-10-27,SA,1,1st,2,0,W2,win,2,0.0,231,194,0,0,2,0,2,0,2,2,2,115.5,97.0,18.5,1,1,1,0,0.0,0.0,18.5,18.5,1.1091,0.9189,75.3498,6.6502,0.9469,77.6458,4.3542
2016-10-27,SAC,7,7th,1,1,L1,loss,1,1.0,207,196,0,1,1,0,1,1,1,1,2,103.5,98.0,5.5,1,1,1,0,0.0,0.0,5.5,5.5,0.6811,0.6813,55.8666,26.1334,0.7111,58.3102,23.6898
2016-10-27,TOR,1,1st,1,0,W1,win,1,0.0,109,91,1,0,0,0,1,0,1,1,1,109.0,91.0,18.0,0,0,0,0,0.0,0.0,18.0,18.0,1.0927,0.9249,75.8418,6.1582,0.9516,78.0312,3.9688
2016-10-27,UTA,9,9th,0,1,L1,loss,1,1.5,104,113,0,0,0,1,0,1,0,0,1,104.0,113.0,-9.0,1,0,1,1,0.3333,0.25,-9.0,-9.3333,0.2037,0.2397,19.6554,62.3446,0.2027,16.6214,65.3786
2016-10-27,WAS,9,9th,0,1,L1,loss,1,1.0,99,114,0,0,0,1,0,1,0,0,1,99.0,114.0,-15.0,0,0,0,0,0.0,0.0,-15.0,-15.0,0.0061,0.1232,10.1024,71.8976,0.0888,7.2816,74.7184
2016-10-28,ATL,3,3rd,1,0,W1,win,1,0.5,114,99,1,0,0,0,1,0,1,1,1,114.0,99.0,15.0,0,0,0,0,0.0,0.0,15.0,15.0,0.9939,0.8768,71.8976,10.1024,0.9112,74.7184,7.2816
2016-10-28,BKN,5,5th,1,1,W1,win,1,1.0,220,216,1,0,0,1,1,1,1,1,2,110.0,108.0,2.0,2,1,3,1,0.4444,0.458325,2.0,1.5556,0.5659,0.5635,46.207,35.793,0.5751,47.1582,34.8418
2016-10-28,BOS,5,5th,1,1,L1,loss,1,1.0,221,222,1,0,0,1,1,1,1,1,2,110.5,111.0,-0.5,1,1,2,1,0.8333,0.75,-0.5,-1.3333,0.4835,0.4843,39.7126,42.2874,0.4814,39.4748,42.5252
2016-10-28,CHA,1,1st,2,0,W2,win,2,0.0,204,187,0,0,2,0,2,0,2,2,2,102.0,93.5,8.5,1,1,2,0,0.0,0.0,8.5,8.5,0.7799,0.7704,63.1728,18.8272,0.8078,66.2396,15.7604
2016-10-28,CHI,3,3rd,1,0,W1,win,1,0.5,105,99,1,0,0,0,1,0,1,1,1,105.0,99.0,6.0,1,1,2,1,0.8333,0.875,6.0,5.1667,0.6976,0.6939,56.8998,25.1002,0.7253,59.4746,22.5254
2016-10-28,CLE,1,1st,2,0,W2,win,2,0.0,211,179,1,0,1,0,2,0,2,2,2,105.5,89.5,16.0,1,1,2,1,0.8333,0.875,16.0,15.1667,1.0268,0.9079,74.4478,7.5522,0.9378,76.8996,5.1004
2016-10-28,DAL,13,13th,0,2,L2,loss,2,2.0,219,236,0,1,0,1,0,1,0,0,2,109.5,118.0,-8.5,2,0,4,2,0.1667,0.125,-8.5,-8.6667,0.2201,0.2612,21.4184,60.5816,0.2256,18.4992,63.5008
2016-10-28,DEN,3,3rd,1,0,W1,win,1,0.5,107,102,0,0,1,0,1,0,1,1,1,107.0,102.0,5.0,1,0,2,1,0.1667,0.375,5.0,4.8333,0.6646,0.6605,54.161,27.839,0.6878,56.3996,25.6004
2016-10-28,DET,5,5th,1,1,W1,win,1,1.0,199,191,1,0,0,1,1,1,1,1,2,99.5,95.5,4.0,2,0,4,3,0.25,0.3125,4.0,3.75,0.6317,0.6389,52.3898,29.6102,0.6631,54.3742,27.6258
2016-10-28,GS,6,6th,1,1,W1,win,1,1.0,222,243,0,1,1,0,1,1,1,1,2,111.0,121.5,-10.5,2,1,3,2,0.5556,0.541675,-10.5,-11.0556,0.1543,0.2214,18.1548,63.8452,0.1837,15.0634,66.9366
2016-10-28,HOU,6,6th,1,1,W1,win,1,1.0,220,218,0,0,1,1,1,1,1,1,2,110.0,109.0,1.0,2,0,4,2,0.1667,0.25,1.0,0.8333,0.5329,0.5317,43.5994,38.4006,0.5376,44.0832,37.9168
2016-10-28,IND,5,5th,1,1,L1,loss,1,1.0,224,224,1,0,0,1,0,1,1,1,2,112.0,112.0,0.0,2,0,4,2,0.1667,0.25,0.0,-0.1667,0.5,0.5,41.0,41.0,0.5,41.0,41.0
2016-10-28,LAC,3,3rd,1,0,W1,win,1,0.5,114,106,0,0,1,0,1,0,1,1,1,114.0,106.0,8.0,1,1,2,1,0.8333,0.875,8.0,7.1667,0.7634,0.7334,60.1388,21.8612,0.7686,63.0252,18.9748
2016-10-28,LAL,6,6th,1,1,L1,loss,1,1.0,209,210,1,0,0,1,1,1,1,1,2,104.5,105.0,-0.5,2,1,4,1,0.4167,0.4375,-0.5,-0.9167,0.4835,0.4834,39.6388,42.3612,0.4803,39.3846,42.6154
2016-10-28,MEM,3,3rd,1,0,W1,win,1,0.5,102,98,1,0,0,0,1,0,1,1,1,102.0,98.0,4.0,0,0,0,0,0.0,0.0,4.0,4.0,0.6317,0.6356,52.1192,29.8808,0.6593,54.0626,27.9374
2016-10-28,MIA,5,5th,1,1,L1,loss,1,1.0,199,193,0,1,1,0,1,1,1,1,2,99.5,96.5,3.0,2,1,3,1,0.4444,0.458325,3.0,2.5556,0.5988,0.6049,49.6018,32.3982,0.6237,51.1434,30.8566
2016-10-28,MIL,11,11th,0,1,L1,loss,1,1.5,96,107,0,1,0,0,0,1,0,0,1,96.0,107.0,-11.0,1,1,2,1,0.8333,0.625,-11.0,-11.8333,0.1378,0.1811,14.8502,67.1498,0.1431,11.7342,70.2658
2016-10-28,MIN,12,12th,0,1,L1,loss,1,1.5,98,102,0,0,0,1,0,1,0,0,1,98.0,102.0,-4.0,0,0,0,0,0.0,0.0,-4.0,-4.0,0.3683,0.3644,29.8808,52.1192,0.3407,27.9374,54.0626
2016-10-28,NO,13,13th,0,2,L2,loss,2,2.0,216,229,0,2,0,0,0,2,0,0,2,108.0,114.5,-6.5,1,0,2,2,0.3333,0.25,-6.5,-6.8333,0.286,0.3073,25.1986,56.8014,0.276,22.632,59.368
